page_title	rev_id	creation_timestamp	archived	draft_quality	censored_text
Government_Achuthan_girls_hss	688249460	20151030165831	1	spam	125 years ago APPU NEDUNGADI  STARTED THIS SCHOOL TO PROVIDE BETTER EDUCATION FOR GIRLS\nat Chalappuram kozhikode[https://www.facebook.com/groups/480626281977838/? GOVT:ACHUTHAN GHSS CHALAPPURAM]
Spiromax_EDMS	731688963	20160726220726	1	spam	Spiromax is a British technology media and communications firm.\n\nSpiromax pioneered the concept and development of portable or personal hard disc music players and enhanced digital music systems for use by consumers and businesses.\n\n== Histroy ==\nSpiromax was founded in Wormleighton, Warwickshire, England in 1996 by William Deakin British born technology visionary.and entrepreneur, having forged a successful career in the IT and Entertainment industries and with considerable experience of music, software and consumer electronics with businesses such as [[Juliana's]] and [[Fontaine Computers]]. \n\nHis foresight and understanding of the digital revolution path and the enormity of the role convergence technology would play led him to create Spiromax.\n\nThe name Spiromax was conceived and created from the combination of two parts Spiro+max\n\n'Spiro' - like spinning disc / vinyl record, / compact disc & hard disc platter \n\n'max' - abbreviation for maximum / high volumne
Steph_Curry_UA_2	693824273	20151205035603	1	spam	The Steph Curry UA two Shoes are a hot-selling new pair of Under Armour shoes promoted by Warriors 2014-2015 NBA MVP Stephen Curry.  These shoes are both a comfortable and stylish looking brand of shoes that increase performance ability.  Under Armour rates this show a solid 4.6 stars out of 5.  Great colors ranging from black/yellow, blue/white, yellow/blue, and even red/white.  Becoming a high-seller brand of shoe such as KD's, CP3's, and even Kobe's, this shoe will soon become the most popular NBA branded shoe of the 2015-2016 season.
Valletta_Cruise_Port	722151405	20160526085302	1	spam	''Valletta Cruise Port plc''' is a private company established in 2001 and licensed by Transport Malta to operate the Valletta sea terminals. Valletta Cruise Port is a renowned port of call and a thriving homeport, with a strategic location in the middle of the Mediterranean. It offers a safe haven for ships and offers a variety of 24/7 support services. Valletta's quays are ISPS-compliant and can handle the largest vessels. \n\nOne can sail into the historic port which hosted famous explorers and traders, from the Phoenicians to the Romans and many others. Cruising into Malta's Grand Harbour is to arrive in one of the most breathtaking ports which has been celebrated by numerous authors.  \nOne can sail into the historic port which hosted famous explorers and traders, from the Phoenicians to the Romans and many others. Cruising into Malta's Grand Harbour is to arrive in one of the most breathtaking ports which has been celebrated by numerous authors. \n\nValletta Cruise Port is host to a natural deep water harbour, offering access to all sized ships, year round. These are two passenger facilities with the main terminal located in the historic Magazino Hall. It is fully modernised and equipped with state of the art technology, including check-in counters, a comfortable waiting area and accessibility for guests with special needs. \n\nThe island's convenient size makes everything within close proximity. A moment away is the islands' capital city of Valletta, a 16th century masterpiece built by the Knights of St. John, which received the international designation as a UNESCO World Heritage Site. Described as a city "built by gentlemen for gentlemen", Valletta is home to an impressive 300 places of interest. Whether for homeporting or turnaround operations, Valletta Cruise Port is just minutes away from Malta International Airport. A wide variety of major hotels are also available. \n\nValletta Cruise Port and Malta are strategically positioned in the center of the Mediterranean offering endless possibilities for Eastern and Western itineraries. Valletta Cruise Port welcomes ships of all sizes, from luxury boutique lines to large resort class ships. Expanding the itinerary to include the sister island of Gozo creates a "2 for 1" bonus.\n\n'''[[Valletta Waterfront]]''' is a key element of Valletta Cruise Port with various shops, cafes, restaurants, offices and other amenities in beautifully restored 18th century warehouses stretching along the water's edge. \n\n'''References'''\n\n<ref>Valletta Cruise Port - the door to the Mediterranean https://www.youtube.com/watch?v=FMThbEG95WA</ref>\n<ref>Valletta Cruise Port wins title of best terminal operator 2015 http://www.tvm.com.mt/en/news/valletta-cruise-port-wins-title-of-best-terminal-operator-2015/</ref>\n<ref>Valletta Cruise Port teams up with cat sanctuary http://www.timesofmalta.com/articles/view/20160424/business-news/Valletta-Cruise-Port-teams-up-with-cat-sanctuary.609907</ref>
RWG_Mobile	731355950	20160724204124	1	spam	[[File:RWGmobile.png|thumb|RWG Mobile logo]]\n\n'''RWG Mobile''' (Red White & Green Communications Limited) is an independent wireless Mobile phone communications company based in [[Newport, Wales]], run by Welsh people for the people in Wales.<ref>https://www.rwgmobile.wales/about-rwg/</ref>. \n\nThey promoted their service at the [[royal welsh show]] in july 2016<ref>http://www.walesonline.co.uk/special-features/wales-first-mobile-network-launch-11621022</ref><ref>http://www.itv.com/news/wales/2016-07-19/wales-first-mobile-network-set-to-launch-at-royal-welsh-show/</ref><ref>http://businessnewswales.com/wales-first-mobile-network-set-launch-royal-welsh-show/</ref><ref>http://businessnewswales.com/wales-first-mobile-network-set-launch-royal-welsh-show/</ref>\n\n“If you think of a European country you will be able to easily identify its mobile network, like France Telecom, Deutsche Telecom or Eircom. No other country in the UK has its own mobile network, so we set out to create a communications provider that reflects and understands the needs of the Welsh population...RWG Mobile will compete head-on with the big mobile network operators in Wales, matching them in areas like connection speeds, international dialling and call rates but providing a user experience, customer service support and additional benefits that have a distinct Welsh identity.” - Andrew Davies, head of RWG Mobile\n\nThey offer several features such as; \n\n-'Multiple Profiles', This lets you use five different phone numbers on the same sim card that you can use for work or leisure etc <ref>https://www.rwgmobile.wales/about-rwg/multiple-profiles/</ref> \n\n-'Wi-Fi Calling' This offer free phone calls and free internet connectivity. \n\n-'4G'(3G & 4G) Although many areas of Wales still does not have any access to 4G, RWG will offer it at no extra costs when the service does become available. \n\n-'Welsh language service' Welsh speaking customers are now able to speak to any customer advisor in their native tongue.\n\n-'International Roaming' RWG offers cheap roaming rates for when your abroad.\n
LimagitoX	722493632	20160528140929	1	spam	Transfer your files from anywhere to anywhere\n\nLimagito filemover is an all-in-one automated file mover solution handling everything from moving, deleting to copying files. It’s a powerful business automation tool that puts you firmly in control.\n\n[http://www.limagito.com www.limagito.com]\n
The_Heroestoo_Foundation	680236338	20150909154759	1	spam	{{Infobox organization\n| name   = The HeroesToo Foundation<br />\n| logo   = [[File:The HeroesToo Foundation Logo 2015 Original Blue 141d80 193x193.png|thumb|The HeroesToo Foundation Logo 2015]]|200px]]\n| type   = [[Environmental organization]], [[Non-profit organization]]\n| founded_date      = {{Start date|2007|1|1|df=y}}\n| founder           = Raymond Yap\n| location          = [[Hong Kong]]<ref>{{cite web | url = http://heroestoo.org/about-us/| title = Service Directory - About Us  | publisher = HeroesToo }}</ref>  <!-- The official website states the HQ is in Hong Kong-->\n| key_people        = Raymond Yap (CEO)<br /> Alick lau (Director)<ref>{{cite web | url = http://heroestoo.org/team/ | title = Team | publisher = HeroesToo}}</ref>\n| area_served       = [[Hong Kong]], [[Mainland China]],<ref>{{cite web | url = http://heroestoo.org/about-us/ | title = About Us | publisher = HeroesToo}}</ref>\n| services          = Environmental Education, Reforestation, Forest Protection\n| focus             = Protecting the planet through people power<ref>{{cite web | url = http://heroestoo.org/mission/ | title = Mission | publisher = HeroesToo}}</ref>\n| method            = \n| revenue           = \n| endowment         = Public and private donations\n| num_volunteers    = \n| num_employees     = \n| num_members       = \n| subsid            = \n| owner             = \n| Non-profit_slogan = \n| homepage          = http://heroestoo.org/ (English)\n| dissolved         = \n| footnotes         = }}\n\n{{Userspace draft|source=ArticleWizard|date=September 2015}} \n\n'''HeroesToo''' is a green and environmentally conscious [[Non-governmental organization]] (NGO) founded and located in [[Hong Kong]]. It consists primarily of a social enterprise Founded in 2007 and a charity established in 2010. HeroesToo has overseen several local design competitions in Hong Kong where they have been covered on air by media outlets such as [[TVB pearl]] and [[RoadShow]] , and in print through the [[South China Morning Post]], [[Oriental Daily]], and [http://www.et-education.com/english/es/frontpage.do English Street].\n\n==History==\n*2007 Founding of HeroesToo\n*2010 Establishment of the HeroesToo Charity\n*2010 Began reforestation and forest protection program in [[Guangdong]] province where over 21,500 trees have already been planted in collaboration of Guangdong Academy of Forestry. Profits from the social enterprise continue to fund tree planting. \n*2012 Launched ''The Sustainable Design Competition Series'' beginning with a competition open to all local [[Tertiary education|tertiary]]  students in order to design the best portable rain jacket using recycled materials. \n*2012-2013 The second part of the Sustainable Design Competition Series revolved around converting the material from the recently retired [[Dennis Dragon]] DM28 or "Hot Dog" bus into a bus shelter. The winner of the design would potentially be created into an actual bus shelter to be used by [[Kowloon Motor Bus|Kowloon Motor Bus Company]] (KMB). \n*2014 EcoPledge Pilot with Yat Wai College, a secondary school run under [[Tung Wah Group of Hospitals]]. \n\n==Mission==\nProtecting the planet through people power\n\nHeroesToo is a green NGO with charity status that is dedicated to encouraging, connecting, and channeling individual actions that make collective improvements to the environment. By engaging and empowering the public, students at schools, and corporate, we believe that each and every one of us has the power to save our planet.\n\nBecause we owe it to the next generation and future generations. <ref>{{cite web | url = http://heroestoo.org/mission/ | title = Mission | publisher = HeroesToo}}</ref>\n\n==Projects==\nSince its founding HeroesToo has been involved in various projects, all revolving around reducing the world's negative impact on the environment. \n\n===Reforestation Program===\n\nHeroesToo began their reforestation program in 2010 in conjunction with the Guangdong Forestry Department along the [[Dongjiang]], or East River, in [[Jiangxi]] province, which feeds into Hong Kong's water supply. In the first two years, they have planted over 11,000 trees. <ref name="Lam 2012">{{cite news|last1=Lam|first1=Lana|title=Designer a caped green crusader|url=http://www.scmp.com/article/1003572/designer-caped-green-crusader|accessdate=7 July 2015|publisher=South China Morning Post|date=10 June 2012}}</ref> The reforestation program mainly employs local villagers to plant trees in order to empower the community and alleviate the village's poverty in addition to providing environmental benefits.The program is supported by HeroesToo's Buy One/Plant One program in which environmentally made products are sold with the profits funding it's reforestation efforts. <ref name="Ko 2011">{{cite news|last1=Ko|first1=Johnny|title=Protecting the Planet with People Power|accessdate=7 July 2015|publisher=English Street|date=12 May 2011}}</ref>\n\n\n===Sustainable Design Competition Series===\nThe Sustainable Design Competition Series was launched on 2012 starting with the Sustainable Rain Jacket Design Competition, and immediately followed up by Sustainable Bus-Shelter Design Competition.\n\n====Sustainable Rain Jacket Design Competition====\nThe Sustainable Rain Jacket Design Competition was the first competition in ''The Sustainable Design Competition Series'' and was supported by the [[Hong Kong Jockey Club]]. The competition was open to all local tertiary students with the objective being to design the best portable rain jacket using recycled materials. By including local students, HeroesToo hoped to bring awareness on environmental sustainability directly to the youth.<ref name="Lam 2012" /> The designs were presented at a final catwalk ceremony before a panel of judges which included distinguished fashion designers [http://www.fashionencyclopedia.com/Le-Ma/Ma-Walter.html Walter Ma] and Benjamin Lau who co-founded the lifestyle design and retail brand company [[Goods of Desire]]. The winner of this competition will eventually have her designs sold at retail, along with a $10,000 HKD cash prize.<ref>{{cite news|last1=Ko|first1=Johnny|title=Green is the new black!|accessdate=6 July 2015|agency=English Street|date=September 17, 2012}}</ref> \n\n====Sustainable Bus-shelter Design Competition"====\nWith support from the [[Hong Kong Jockey Club]], <ref name="Lam 2012" /> the second part of the Sustainable Design Competition Series began in 2012 and concluded in early 2013 with a focus on converting the material from the recently retired Dennis Dragon DM28 or "Hot Dog" bus into a bus shelter. The winning design would potentially be created into an actual bus shelter to be used by KMB. Past attempts by KMB to create green bus shelters have been unsuccessful as a recent design for a bush shelter with a solar panel failed to take off. Pending the feasibility of the winning designs, KMB commercial director James Louey stated that "it would be in our interest to make it happen." <ref>{{cite news|title='Hot dog' revival for a cooler planet|accessdate=January 20, 2013|publisher=South China Morning Post|date=January 20, 2013}}</ref> James Louey and Colin Ward from London-based architectural firm [[Foster and Partners]] joined a panel of other expert judges in deciding the winner of 71 entries. <ref>{{cite news|title='Hot dog' revival for a cooler planet|accessdate=January 20, 2013|publisher=South China Morning Post|date=January 20, 2013}}</ref> \n\n===EcoPledge===\nLaunched in 2014, the EcoPledge involved schools, corporates, and individuals who each committed in undertaking a pledge for the environment where they would promise to reduce their annual resource use (either paper, water, energy, plastic, or food) by a certain percentage. Thus, in reducing annual resource consumption, undertakers of the EcoPledge can reduce their negative impact on the environment. The EcoPledge consists of an environmental educational programme which which empowers schools, corporates, and individuals how to make small efforts to live a more sustainable lifestyle which, when aggregated with others who have similarly taken the EcoPledge, can make a significant difference. The schools are the current primary focus of the environmental programme where students and teachers are encouraged to take action together and monitor how much impact cooperation can make as a whole community. <ref>{{cite web | url = http://www.seekthechange.org/profiles/hong-kong/heroes-too/ | title = HeroesToo | publisher = Seek the Change}}</ref> \n\n==Past and Present Ambassadors==\nHeroesToo has had several ambassadors including:\n* Winnie Young- Former Miss Hong Kong (1995) and actress well known during her 15 year career as a television presenter \n* [[Kandy Wong]]--Singer and lyricist for the Hong Kong based band “Sugar Club”, Ms. Wong is also known as the Hong Kong Ambassador for the French cosmetics brand Garnier and as [[World Wildlife Fund’s “One Earth Mission” Ambassador for Earth Hour in 2014.\n* [[Kellyjackie]]-Hong Kong based pop singer, writer and pianist, Kellyjackie is best known for her song “He invites me to Disneyland” and was later invited to perform at the grand opening of Hong Kong Disneyland with her song published in the Hong Kong Disneyland -The Grand Opening Celebration Album. \n* Johnny Ko\n*Judy Yiu\n* Kathy Lo\n* [[Juju Chan]]- A Hong Kong-born American actress, singer, Taekwon-Do (ITF) Athlete, and Kung Fu Star. She is also a winner in the Miss Chinatown 2009 pageant. \n\n== References ==\n<!--- See http://en.wikipedia.org/wiki/Wikipedia:Footnotes on how to create references using <ref></ref> tags, these references will then appear here automatically -->\n{{Reflist}}\n\n==External links==\n*[http://HeroesToo.org/ Official Website]\n*[https://twitter.com/Heroestoo/ HeroesToo] on [[Twitter]]\n*[http://www.facebook.com/heroestoo?fref=ts/ HeroesToo] on [[Facebook]]\n\n<!--- Categories --->\n\n[[Category:Articles created via the Article Wizard]]\n
Deed_Rocklin	723735786	20160604221951	1	spam	Victor Jerome Beasley Jr (born July 18, 1981), known by the pseudonym Deed Rocklin, is an American singer, songwriter, record producer, and actor. Rocklin released his first underground album with is parent company Dreams Entertainment LLC, having had previous record deals first with Laface and then Jive Records. Deed's album, Dreams, was a beautiful written success, selling about 100+ copies to his classmates in high school. In 2000, he became the best-selling new artist and best-selling R&B artist in Colorado. The single earned Deed respect with some of LA's finest producers in 2001, including Best New Artist and Song of the Year for "Dreams".\n\nIn 2012, Deed divorced is long time wife Amber for infidelity. After moving to California in late March 2012, Deed worked as in sound engineer/producer for Universal Music Group.
Suresh_kumar_mishra_uratrupt	686981938	20151022161104	1	spam	''<big>suresh Kumar Mishra 'Uratrupt'</big>'''\nsuresh Kumar Mishra 'Uratrupt' (born 28 January 1980) is an Indian author, poet and motivational speaker, known for his Text Book writing skills. He has given his services as Co-Coordinator in Andhra Pradesh and Telangana State government Hindi text books. \n\n'''Early life and Education<big>Big text</big>'''\nSuresh Kumar Mishra 'Uratrupt', popularly known as 'Uratrupt', born at Doodh Bowli, Hyderaad. He completed his primary education from Sri Shakti Kanya Pathashala, Hussaini Alam. He completed his SSC from Marwardi Hindi Vidyalay, Esamiya Bazar, Hyderabad. His Intermediate education took place in Noble Junior College, Dislsukhnagar. Then he completed his Hindi Pandit training Course from Institute for Advanced Studies in Education, Masabtank, Hyderad. He completed his bachelor degree from Vivek Vardhini Degree Evening College, Jambagh. He is post graduated from Osmania University in Hindi. He is NET qualifed and presently pursuing Ph.D. from Osmania University under guidance of Head of Prof. Shubhda Vanjape, Head of Department, Hindi, Osmania University. His Ph.D. topic is 'Ashok Vajpeyi Ke Kavya Me Aadhunikta Bodh'.\n\n'''<big>Literary Career</big>'''\nSuresh Kumar Mishra is a famous Hindi writer and poet. He is the true modern Hindi poet and writer to write about contemporary issues that affected day-to-day life of a common man in a style. He is very much visionary in his writings. \n\nHis book 'Telangana Gandhi : KCR', is one of his major works. This book consist of 100 poems on Sri. Kalvakuntla Chandrashekhar Rao, Honourable Chief Minister of Telangana State. This book brought fame for him. He received national award from Rashtra Bhasha Hindi Sammelan. Other major works include 'Bachhon Ki Kavitayen' and 'Indradhanush'. Presently he is giving his services for Indradhanush Magazine as a editor. This is the first ever monthly magazine run by government school student in south India. \n\n'''<big>Glimpses from Suresh Kumar Mishra 'Uratrupt' literature</big>'''\n* दुनिया जब जी रही थी, अज्ञानता के अंधकार में।\n  परमात्मा ने तब दिया, गुरु को उपहार के रूप में।। (गुरु)\n* आज भूल गये हैं शोले के उस गब्बर को। \n  बच्चा-बच्चा पूछ रहा है चंदन तस्कर वीरप्पन को।। (चंदन तस्कर वीरप्पन)\n* जग में सबसे न्यादा देश, अपना प्यारा भारत देश।\n  हिंदु, मुस्लिम, सिख, ईसाई, की आँखों का तारा देश।। (अपना प्यारा भारत देश)\n* हे महापुंज, हे महाप्रकाश \n  हे पूज्यनीय के.सी.आर., तुम हो महान।। (तेलंगाणा गांधीः के.सी.आर.) \n* बूँद-बूँद का मोल समझिए। उसका सही उपयोग कीजिए। (मूलः डु यु नो, जेफ ब्रेनमन - अनूदितः क्या आपको पता है, सुरेश कुमार मिश्रा 'उरतृप्त')\n\n'''<big>National Honours</big>'''\n* Best Poet Award, Ministry for Culture and Tourism, New Delhi. - 2007\n* Best Poet Award, Rashtra Bhasha Hindi Sammelan, Kerala - 2015\n* Best Quotes Award, For The Teachers, Jharkhand - 2015\n* Gurubrahma National Award, Mother Theresa Social Welfare Organisation, Andhra Pradesh - 2015\n\n'''<big>State Honours</big>'''\n* Text Book Writer Honour, Former Chief Minister, Andhra Pradesh, Nallari Kiran Kumar Reddy - 2012\n* Text Book Writer Honour, Former Education Minister, Andhra Pradesh, Sake Shilpa Shailajanath - 2013\n\n'''<big>Contact</big>'''\nSuresh Kumar Mishra 'Uratrupt', <!-- Censored: PII (Postal address) -->
Kamrul_hasan_kofil	722184876	20160526134729	1	spam	 == ABOUT KAMRUL HASAN KOFIL (KHK) ==\n\n* Full Name : Md Kamrul Hasan\n* Nick Name : Kofil\n* Short Name : KHK , Khasan\n* Position : Web Developer\n\n== ADDRESS == \n<!-- Censored: PII (Postal address) -->\n\n== STUDEY == \n==== S.S.C ====\n* School Name : Andhari Jhair A AM A BL High School \n* Area: Andhari Jhair \n* Passing Year : 2011\n* GPA : 4.75 out of 5\n\n==== Dimloma-in-Engineering ====\n* Institute Name :  Rangpur Polytechnic Institute\n* Area : Rangpur\n* Passing Year : 2015 \n* CGPA : 3.14 out of 4\n\n...........\n\n== SKILLS == \n* Position :  Web Developer \n* Web programming Skills : HTML5,CSS3,Bootstrap,JavaScript,JQuery,AngularJS,Ajex,PHP,MySQL,Codeigniter,C#.NET,ASP.NET,Crystal Report\n* Graphics Design Skills : Photoshop, Illustrator\n* Marketing Skills : Search Engine Optimization (SEO), Digital Marketing, Affiliate Marketing and others\n* CMS Skills : Wordpress\n* Communication Skills : English (Fluent), Bangla (Fluent)\n\n== SERVICES ==\n* Website Design and Development \n* Web Application Development\n* Desktop Software Development\n* WordPress Website Development\n* eCommerce Website Development\n* Search Engine Optimization (SEO)\n* Digital Marketing/Online Marketing\n* Affiliate Marketing\n\n'' IF YOU NEED ANY SERVICES, PLEASE CONTACT WITH ME ''\n\n== Contact Information ==\n* Email : khasancsit(at)gmail.com\n* Skype : khasan.net\n* Phone No : <!-- Censored: PII (Phone number) -->\n* Website : [http://khasan.net Visit Now ]\n\n== Internet == \nI am interesting in programming, Playing Game, Travel, Reading Book, teaching, solving programming problem\n\n== Mission ==\nI am trying to be a best Developer and Marketer. I am heard working for my future life. I try to be make a best team.\n\n== Vision == \nI will be a best developer. Once upon a time, My team in replace in a international Company .\n\n== CONCATENATION ==\nThanks for reading my information. May I help you,please knock me and You can help me any how , please knock me. Thanks again. Have a nice day .\n\n\n=== End ===\n
